,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
87,87.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,144849.0,142585.0,2264.0,86.88538575441632,94.88683989941325,8.001454144996927,62.97924028268551,2264.0,21522.0,122.0,142585.0,0.14286486518952748,0.8571351348104725,0.8688538575441632,62.97924028268551,0.9488683989941324,0.13114614245583675,0.01563006993489772,0.030753557238428365
88,88.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,146514.0,144246.0,2268.0,87.8975302698849,95.0544844928751,7.156954222990208,63.6005291005291,2268.0,19861.0,118.0,144246.0,0.13291249481960202,0.867087505180398,0.8789753026988489,63.6005291005291,0.950544844928751,0.12102469730115108,0.015479749375486301,0.03046339825386165
89,89.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,148179.0,145902.0,2277.0,88.90662799271207,95.4316848281643,6.525056835452219,64.0764163372859,2277.0,18205.0,109.0,145902.0,0.12302018703489036,0.8769798129651096,0.8890662799271207,64.0764163372859,0.9543168482816429,0.11093372007287929,0.015366549915979997,0.030246073124564142
90,90.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,149844.0,147561.0,2283.0,89.91755379112408,95.68315171835708,5.765597927233003,64.634691195795,2283.0,16546.0,103.0,147561.0,0.11309184169905041,0.8869081583009496,0.8991755379112408,64.634691195795,0.9568315171835708,0.10082446208875916,0.015235845279090254,0.02999408789331932
91,91.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,151509.0,149215.0,2294.0,90.92543279689471,96.1441743503772,5.218741553482488,65.04577157802964,2294.0,14892.0,92.0,149215.0,0.10322355894842426,0.8967764410515757,0.9092543279689471,65.04577157802964,0.961441743503772,0.09074567203105291,0.015141014725197842,0.02981253452028981
92,92.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,153174.0,150873.0,2301.0,91.93574923677845,96.43755238893546,4.501803152157009,65.5684485006519,2301.0,13234.0,85.0,150873.0,0.09330722612962707,0.906692773870373,0.9193574923677844,65.5684485006519,0.9643755238893545,0.08064250763221556,0.015022131693368326,0.029583440473129337
93,93.0,1664.0,1657.0,7.0,99.57932692307692,0.4206730769230802,154838.0,152530.0,2308.0,92.9454563181339,96.73093042749372,3.7854741093598108,66.08752166377816,2308.0,11577.0,78.0,152530.0,0.08339689956935126,0.9166031004306487,0.929454563181339,66.08752166377816,0.9673093042749371,0.07054543681866099,0.014905901652049238,0.02935938533557218
94,94.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,156503.0,154183.0,2320.0,93.95272596537625,97.2338642078793,3.2811382425030473,66.45818965517242,2320.0,9924.0,66.0,154183.0,0.07354062933576787,0.9264593706642321,0.9395272596537625,66.45818965517242,0.972338642078793,0.060472740346237515,0.014823996984083373,0.029202776781274982
95,95.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,158168.0,155839.0,2329.0,94.96182368820342,97.61106454316848,2.6492408549650577,66.91240875912409,2329.0,8268.0,57.0,155839.0,0.0636483215510562,0.9363516784489438,0.9496182368820343,66.91240875912409,0.9761106454316848,0.05038176311796572,0.014724849527085125,0.02901204579144712
96,96.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,159833.0,157496.0,2337.0,95.97153076955888,97.9463537300922,1.9748229605333165,67.39238339751819,2337.0,6611.0,49.0,157496.0,0.05374400124930177,0.9462559987506982,0.9597153076955889,67.39238339751819,0.9794635373009221,0.040284692304411146,0.014621511202317418,0.0288129010781721
97,97.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,161498.0,159151.0,2347.0,96.9800191338578,98.36546521374686,1.3854460798890642,67.81039625053259,2347.0,4956.0,39.0,159151.0,0.04386370598163286,0.9561362940183671,0.9698001913385779,67.81039625053259,0.9836546521374686,0.03019980866142212,0.014532687711302927,0.028642210343901787
98,98.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,163163.0,160802.0,2361.0,97.98607006404359,98.95222129086336,0.9661512268197754,68.10758153324862,2361.0,3305.0,25.0,160802.0,0.03403146078213498,0.965968539217865,0.9798607006404358,68.10758153324862,0.9895222129086337,0.020139299359564187,0.014470192384302813,0.028523277096207163
99,99.0,1665.0,1649.0,16.0,99.03903903903904,0.9609609609609606,164828.0,162451.0,2377.0,98.99090227717282,99.62279966471081,0.6318973875379896,68.34286916281026,2377.0,1656.0,9.0,162451.0,0.024223240616722624,0.9757767593832773,0.9899090227717282,68.34286916281026,0.9962279966471081,0.010090977228271798,0.014421093503530954,0.02843063379860538
100,100.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,166493.0,164107.0,2386.0,100.0,100.0,0.0,68.77912824811399,2386.0,0.0,0.0,164107.0,0.014330932832010956,0.9856690671679891,1.0,68.77912824811399,1.0,0.0,0.014330932832010956,0.028256917674784908
